Numero CAS;NOM SA;CLASSEMENT RÉFÉRENCE;CLASSEMENT DATE;CLASSEMENT CATÉGORIE DANGER;CLASSEMENT CODE H;CLASSEMENT MENTION DANGER;FACTEUR M VALEUR;FACTEUR M ORIGINE;FACTEUR M DATE
178928-70-6;prothioconazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
178928-70-6;prothioconazole;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
175013-18-0;pyraclostrobine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;10/08/2009
175013-18-0;pyraclostrobine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;10/08/2009
175013-18-0;pyraclostrobine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
175013-18-0;pyraclostrobine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
129630-19-9;pyraflufen ethyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;01/06/2016
129630-19-9;pyraflufen ethyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;ANSES;01/06/2016
8003-34-7;pyrethrines;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;18/02/2014
8003-34-7;pyrethrines;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;ANSES;18/02/2014
8003-34-7;pyrethrines;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
8003-34-7;pyrethrines;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie cutanée), catégorie 4;H312;Nocif par contact cutané;;;
8003-34-7;pyrethrines;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
96489-71-3;pyridabene;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
96489-71-3;pyridabene;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;UE;24/07/2015
96489-71-3;pyridabene;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;24/07/2015
96489-71-3;pyridabene;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
55512-33-9;pyridate;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
55512-33-9;pyridate;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
55512-33-9;pyridate;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
55512-33-9;pyridate;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;04/10/2019
55512-33-9;pyridate;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;04/10/2019
53112-28-0;pyrimethanil;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;19/07/2016
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;19/07/2016
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
23103-98-2;pyrimicarbe;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
29232-93-7;pyrimiphos-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;UE;19/05/2020
29232-93-7;pyrimiphos-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
29232-93-7;pyrimiphos-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 1;H372;Risque avéré d'effet graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
29232-93-7;pyrimiphos-methyl;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;19/05/2020
688046-61-9;pyriofénone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
688046-61-9;pyriofénone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
95737-68-1;pyriproxyfen;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;19/06/2018
95737-68-1;pyriproxyfen;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;19/06/2018
10058-44-3;pyrophosphate ferrique;;23/04/2024;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
422556-08-9;pyroxsulame;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
422556-08-9;pyroxsulame;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;04/10/2018
422556-08-9;pyroxsulame;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;04/10/2018
90717-03-6;Quinmerac;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;14/01/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;21/05/2019
90717-03-6;Quinmerac;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;14/01/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;ANSES;21/05/2019
100646-51-3;quizalofop-P-ethyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;16/04/2013
100646-51-3;quizalofop-P-ethyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;16/04/2013
100646-51-3;quizalofop-P-ethyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
122931-48-0;rimsulfuron;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;ANSES;30/05/2013
122931-48-0;rimsulfuron;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;30/05/2013
874967-67-6;sedaxane;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;UE;11/03/2021
874967-67-6;sedaxane;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
874967-67-6;sedaxane;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;11/03/2021
175217-20-6;silthiofam;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
175217-20-6;silthiofam;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
130561-48-7;sintofen;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
130561-48-7;sintofen;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;19/04/2016
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;19/04/2016
7704-34-9;soufre;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
935545-74-7 (Spinetoram);spinetoram;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/03/2016;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
935545-74-7 (Spinetoram);spinetoram;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/03/2016;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
935545-74-7 (Spinetoram);spinetoram;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/03/2016;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;18/03/2016
935545-74-7 (Spinetoram);spinetoram;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/03/2016;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;18/03/2016
935545-74-7 (Spinetoram);spinetoram;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/03/2016;Toxicité pour la reproduction, catégorie 2(f);H361f;Susceptible de nuire à la fertilité ;;;
168316-95-8;spinosad;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;10/11/2016
168316-95-8;spinosad;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;10/11/2016
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;24/07/2015
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;24/07/2015
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Sensibilisation cutanée, catégorie 1A;H317;Peut provoquer une allergie cutanée;;;
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité pour la reproduction, catégorie 2(fd);H361fd;Susceptible de nuire à la fertilité. Susceptible de nuire au foetus;;;
203313-25-1;spirotetramate;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie cutanée), catégorie 4;H312;Nocif par contact cutané;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;04/05/2017
118134-30-8;spiroxamine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;04/05/2017
99105-77-8;sulcotrione;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
99105-77-8;sulcotrione;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
99105-77-8;sulcotrione;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Sensibilisation cutanée, catégorie 1A;H317;Peut provoquer une allergie cutanée;;;
99105-77-8;sulcotrione;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;02/10/2013
99105-77-8;sulcotrione;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;02/10/2013
7782-63-0;sulfate de fer;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
7782-63-0;sulfate de fer;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
7782-63-0;sulfate de fer;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
141776-32-1;Sulfosulfuron;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;
141776-32-1;Sulfosulfuron;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;UE;
102851-06-9;tau-fluvalinate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
102851-06-9;tau-fluvalinate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10000;ANSES;14/05/2013
102851-06-9;tau-fluvalinate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;14/05/2013
102851-06-9;tau-fluvalinate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
107534-96-3;tebuconazole;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;24/07/2015
107534-96-3;tebuconazole;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;24/07/2015
107534-96-3;tebuconazole;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
107534-96-3;tebuconazole;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
112410-23-8;tebufenozide;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;02/10/2013
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;02/10/2013
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Sensibilisation cutanée, catégorie 1B;H317;Peut provoquer une allergie cutanée;;;
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
119168-77-3;tebufenpyrad;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
79538-32-2;tefluthrine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10000;UE;04/05/2017
79538-32-2;tefluthrine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10000;UE;04/05/2017
79538-32-2;tefluthrine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par inhalation), catégorie 1;H330;Mortel par inhalation;;;
79538-32-2;tefluthrine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie cutanée), catégorie 2;H310;Mortel par contact cutané;;;
79538-32-2;tefluthrine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie orale), catégorie 2;H300;Mortel en cas d'ingestion;;;
335104-84-2;tembotrione;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;17/09/2013
335104-84-2;tembotrione;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
335104-84-2;tembotrione;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;17/09/2013
335104-84-2;tembotrione;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
335104-84-2;tembotrione;Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008);24/07/2015;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
5915-41-3;terbuthylazine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
5915-41-3;terbuthylazine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
5915-41-3;terbuthylazine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;04/05/2017
5915-41-3;terbuthylazine;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;04/05/2017
112281-77-3;tetraconazole;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
112281-77-3;tetraconazole;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
112281-77-3;tetraconazole;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
148-79-8;thiabendazole;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;18/04/2019
